iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
BHS,North America,Bahamas,2024-02-01,38300.0,0.0,5.43,848.0,0.0,0.0,96341.54,0.0,13.66,2133.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,34.3,9.0,5.2,27717.85,,235.95,13.17,3.1,20.4,,2.9,73.92,0.81,409989,,,,
SRB,Europe,Serbia,2023-09-11,2546882.0,0.0,98.0,18057.0,0.0,0.0,375025.8,0.0,14.43,2658.88,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.29,41.2,17.37,,14048.88,,439.42,10.08,37.7,40.2,97.72,5.61,76.0,0.81,6871547,,,,
GNB,Africa,Guinea-Bissau,2023-05-14,9614.0,0.0,0.0,177.0,0.0,0.0,4566.06,0.0,0.0,84.06,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,498.0,,,,,237.0,0.0,0.0,,66.19,19.4,3.0,1.56,1548.68,67.1,382.47,2.42,,,6.4,,58.32,0.48,2105580,,,,
OWID_SAM,,South America,2022-01-13,41084716.0,0.0,156620.86,1195951.0,0.0,400.29,95436.48,0.0,363.82,2778.1,0.0,0.93,,,,,,,,,,,,,,,,,,,675567445.0,334356898.0,282145089.0,69028401.0,2432556.0,2127634.0,154.66,76.54,64.59,15.8,4871.0,343104.0,0.08,,,,,,,,,,,,,,,,436816679,,,,
GUM,Oceania,Guam,2021-11-22,15062.0,0.0,11.86,262.0,0.0,0.57,91178.2,0.0,71.78,1586.02,0.0,3.46,,,,,,,,,,184741.0,197.0,1083.31,1.16,221.0,1.3,0.05,20.8,tests performed,,,,,,,,,,,,,,,304.13,31.4,9.55,5.49,,,310.5,21.52,,,,,80.07,,171783,,,,
ATG,North America,Antigua and Barbuda,2024-03-31,9106.0,0.0,0.0,146.0,0.0,0.0,98071.1,0.0,0.0,1572.41,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.84,32.1,6.93,4.63,21490.94,,191.51,13.17,,,,3.8,77.02,0.78,93772,,,,
NOR,Europe,Norway,2020-03-21,1364.0,0.0,168.71,1.0,0.0,0.14,249.96,0.0,30.92,0.18,0.0,0.03,1.61,,,148.0,27.23,,,,,,,,,,,,,,,,,,,,,,,,,,,62.96,14.46,39.7,16.82,10.81,64800.06,0.2,114.32,5.31,19.6,20.7,,3.6,82.4,0.96,5434324,,,,
OWID_EUN,,European Union (27),2023-04-26,183071127.0,0.0,19783.86,1234665.0,0.0,202.29,407627.78,0.0,44.05,2749.12,0.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450146793,,,,
AFG,Asia,Afghanistan,2020-04-14,521.0,0.0,35.29,15.0,0.0,1.43,12.84,0.0,0.87,0.37,0.0,0.04,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
IMN,Europe,Isle of Man,2021-07-22,2199.0,0.0,73.14,39.0,0.0,0.0,26133.77,0.0,869.26,463.49,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,480.0,,,,,5678.0,6.0,0.01,,147.87,,,,,,,,,,,,81.4,,84534,,,,
NPL,Asia,Nepal,2020-02-14,5.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,,,samples tested,,,,,,,,,,,,,,16.67,204.43,25.0,5.81,3.21,2442.8,15.0,260.8,7.26,9.5,37.8,47.78,0.3,70.78,0.6,30547586,,,,
HTI,North America,Haiti,2024-03-08,34373.0,0.0,1.57,860.0,0.0,0.0,2988.02,0.0,0.14,74.76,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.45,24.3,4.8,2.95,1653.17,23.5,430.55,6.65,2.9,23.1,22.86,0.7,64.0,0.51,11585003,,,,
IND,Asia,India,2023-04-07,44722605.0,0.0,2636.86,530881.0,0.0,7.14,31374.97,0.0,1.85,372.44,0.0,0.0,,,,,,,,,,,,,,,,,,,2206593723.0,1027401241.0,951963793.0,227228689.0,2408.0,2911.0,155.7,72.5,67.17,16.03,2.0,411.0,0.0,,450.42,28.2,5.99,3.41,6426.67,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64,1417173120,,,,
WSM,Oceania,Samoa,2023-10-16,16778.0,0.0,0.0,31.0,0.0,0.0,77939.7,0.0,0.0,144.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.41,22.0,5.61,3.56,6021.56,,348.98,9.21,16.7,38.1,,,73.32,0.72,222390,,,,
PER,South America,Peru,2021-12-26,2272885.0,11002.0,1571.71,202454.0,334.0,47.71,67897.1,328.66,46.95,6047.84,9.98,1.42,1.42,,,,,,,,,21524736.0,,638.42,,50712.0,1.5,0.04,25.6,tests performed,49871472.0,24694698.0,21766428.0,3410346.0,187752.0,219828.0,146.47,72.53,63.93,10.02,6456.0,30025.0,0.09,54.8,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,184647.61,56.98,5.74,5476.64
SVN,Europe,Slovenia,2020-05-28,1469.0,0.0,0.43,113.0,0.0,0.29,694.49,0.0,0.2,53.42,0.0,0.14,0.9,2.0,0.94,7.0,3.3,,,,,79284.0,706.0,37.41,0.33,596.0,0.28,0.0,1000.0,tests performed,,,,,,,,,,,,,,44.91,102.62,44.5,19.06,12.93,31400.84,,153.49,7.25,20.1,25.0,,4.5,81.32,0.92,2119843,,,,
COD,Africa,Democratic Republic of Congo,2020-07-16,8032.0,0.0,88.86,375.0,0.0,0.86,78.44,0.0,0.87,3.66,0.0,0.01,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.56,35.88,17.0,3.02,1.74,808.13,77.1,318.95,6.1,,,4.47,,60.68,0.48,99010216,,,,
BRA,South America,Brazil,2022-04-09,29975165.0,0.0,24701.14,660002.0,0.0,205.14,142530.92,0.0,117.45,3138.29,0.0,0.98,0.86,,,,,,,,,,,,,,,,,,420841281.0,181687021.0,161882738.0,82460566.0,430207.0,662948.0,195.46,84.38,75.18,38.3,3079.0,54373.0,0.02,33.07,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
ARM,Asia,Armenia,2023-07-09,449260.0,5.0,0.71,8751.0,0.0,0.0,155945.25,1.74,0.25,3037.61,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,19.0,18.0,0.0,,102.93,35.7,11.23,7.57,8787.58,1.8,341.01,7.11,1.5,52.1,94.04,4.2,75.09,0.78,2780472,,,,
TKM,Asia,Turkmenistan,2020-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,12.25,26.9,4.28,2.54,16389.02,,536.78,7.11,,,100.0,7.4,68.19,0.72,6430777,,,,
FSM,Oceania,Micronesia (country),2023-10-28,26547.0,0.0,0.0,65.0,0.0,0.0,236764.66,0.0,0.0,579.72,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.78,23.0,4.81,2.39,3299.46,16.0,454.34,12.02,,,,,67.88,0.62,114178,,,,
RUS,Europe,Russia,2021-07-28,6126541.0,0.0,24058.29,153874.0,0.0,779.29,42083.7,0.0,165.26,1056.97,0.0,5.35,0.97,,,,,,,,,,,,,478905.0,3.3,0.05,20.8,tests performed,59222211.0,35565564.0,23656647.0,,594270.0,563426.0,40.92,24.58,16.35,,3893.0,297214.0,0.2,30.09,8.82,39.6,14.18,9.39,24765.95,0.1,431.3,6.18,23.4,58.3,,8.05,72.58,0.82,144713312,,,,
TCA,North America,Turks and Caicos Islands,2020-05-13,12.0,0.0,0.0,1.0,0.0,0.0,261.62,0.0,0.0,21.8,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.31,,,,,,,,,,,,80.22,,45726,,,,
MCO,Europe,Monaco,2020-10-12,205.0,0.0,2.0,2.0,0.0,0.0,5263.29,0.0,51.35,51.35,0.0,0.0,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,19347.5,,,,,,,5.46,,,,13.8,86.75,,36491,,,,
BTN,Asia,Bhutan,2024-05-27,62697.0,0.0,0.0,21.0,0.0,0.0,80286.07,0.0,0.0,26.89,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.19,28.6,4.88,2.98,8708.6,1.5,217.07,9.75,,,79.81,1.7,71.78,0.65,782457,,,,
GRL,North America,Greenland,2023-09-27,11971.0,0.0,0.0,21.0,0.0,0.0,213714.42,0.0,0.0,374.91,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,199.94,2.16,,,,,71.7,,56494,,,,
PNG,Oceania,Papua New Guinea,2024-07-15,46864.0,0.0,0.0,670.0,0.0,0.0,4593.08,0.0,0.0,65.67,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.22,22.6,3.81,2.14,3823.19,,561.49,17.65,23.5,48.8,,,64.5,0.56,10142625,,,,
LIE,Europe,Liechtenstein,2022-12-28,21281.0,0.0,9.86,87.0,0.0,0.0,541005.7,0.0,250.59,2211.71,0.0,0.0,0.88,,,2.0,50.82,,,,,,,,,,,,,,,,,,,3.0,,,,,76.0,0.0,0.0,11.11,237.01,,,,,,,7.77,,,,2.4,82.49,0.92,39355,,,,
GNQ,Africa,Equatorial Guinea,2023-02-19,17130.0,15.0,2.14,183.0,0.0,0.0,9497.94,8.32,1.19,101.47,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.19,22.4,2.85,1.75,22604.87,,202.81,7.78,,,24.64,2.1,58.74,0.59,1674916,,,,
OWID_KOS,Europe,Kosovo,2024-01-31,274279.0,0.0,0.0,3212.0,0.0,0.0,159654.83,0.0,0.0,1869.67,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.16,,,,9795.83,0.6,,,,,,,,,1782115,,,,
HRV,Europe,Croatia,2023-12-02,1285460.0,0.0,433.57,18487.0,0.0,2.43,329011.97,0.0,110.97,4731.73,0.0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.73,44.0,19.72,13.05,22669.8,0.7,253.78,5.59,34.3,39.9,,5.54,78.49,0.85,4030361,,,,
MLI,Africa,Mali,2021-11-24,16919.0,0.0,39.43,591.0,0.0,0.86,733.29,0.0,1.71,25.62,0.0,0.04,1.2,,,,,,,,,,,,,,,,,,734759.0,598437.0,312488.0,,,16209.0,3.25,2.65,1.38,,717.0,20179.0,0.09,44.44,15.2,16.4,2.52,1.49,2014.31,,268.02,2.42,1.6,23.0,52.23,0.1,59.31,0.43,22593598,,,,
LVA,Europe,Latvia,2024-02-25,977701.0,0.0,0.0,7465.0,0.0,0.0,519761.22,0.0,0.0,3968.51,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.21,43.9,19.75,14.14,25063.85,0.7,350.06,4.91,25.6,51.0,,5.57,75.29,0.87,1850654,,,,
THA,Asia,Thailand,2024-04-30,4774304.0,0.0,238.86,34602.0,0.0,1.29,66554.44,0.0,3.33,482.36,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.13,40.1,11.37,6.89,16277.67,0.1,109.86,7.04,1.9,38.8,90.67,2.1,77.15,0.78,71697024,,,,
LTU,Europe,Lithuania,2023-05-27,1319922.0,0.0,62.71,9680.0,0.0,1.0,468568.88,0.0,22.26,3436.38,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,0.0,0.0,,45.14,43.5,19.0,13.78,29524.26,0.7,342.99,3.67,21.3,38.0,,6.56,75.93,0.88,2750058,,,,
BFA,Africa,Burkina Faso,2023-07-03,22056.0,0.0,0.0,396.0,0.0,0.0,979.87,0.0,0.0,17.59,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,9679.0,,,,,427.0,7436.0,0.03,,70.15,17.6,2.41,1.36,1703.1,43.7,269.05,2.42,1.6,23.9,11.88,0.4,61.58,0.45,22673764,,,,
OWID_HIC,,High-income countries,2021-12-04,115723472.0,0.0,405434.29,1932142.0,0.0,2979.14,94799.48,0.0,332.13,1582.79,0.0,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250514600,,,,
TCD,Africa,Chad,2024-01-04,7698.0,0.0,0.0,194.0,0.0,0.0,417.12,0.0,0.0,10.51,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.83,16.7,2.49,1.45,1768.15,38.4,281.0,6.1,,,5.82,,54.24,0.4,17723312,,,,
SDN,Africa,Sudan,2022-09-29,63319.0,0.0,1.57,4962.0,0.0,0.0,1282.19,0.0,0.03,100.48,0.0,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,21294.0,,,,,454.0,15246.0,0.03,5.56,23.26,19.7,3.55,2.03,4466.51,,431.39,15.67,,,23.44,0.8,65.31,0.51,46874200,,,,
GRD,North America,Grenada,2020-07-08,23.0,0.0,0.0,0.0,0.0,0.0,196.7,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.13,29.4,7.3,5.02,13593.88,,243.96,10.71,,,,3.7,72.4,0.78,125459,,,,
BOL,South America,Bolivia,2020-12-25,149149.0,0.0,350.29,9033.0,0.0,2.86,12349.68,0.0,29.0,747.94,0.0,0.24,1.44,,,,,,,,,398304.0,1884.0,32.97,0.16,1915.0,0.16,0.33,3.0,tests performed,,,,,,,,,,,,,,52.78,10.2,25.4,6.7,4.39,6885.83,7.1,204.3,6.89,,,25.38,1.1,71.51,0.72,12224114,,,,
BMU,North America,Bermuda,2023-06-16,18860.0,0.0,0.0,165.0,0.0,0.0,291175.2,0.0,0.0,2547.4,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308.82,,,,50669.32,,139.55,13.0,,,,,82.59,,64207,,,,
COK,Oceania,Cook Islands,2023-05-12,7067.0,0.0,0.71,2.0,0.0,0.0,479216.12,0.0,48.44,135.62,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.25,,17032,,,,
LBR,Africa,Liberia,2022-05-19,7455.0,0.0,0.57,294.0,0.0,0.0,1387.42,0.0,0.11,54.72,0.0,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,6131.0,,,,,1156.0,0.0,0.0,42.37,49.13,19.2,3.06,1.76,752.79,38.6,272.51,2.42,1.5,18.1,1.19,0.8,64.1,0.48,5302690,,,,
TLS,Asia,East Timor,2021-08-24,,,,,,,,,,,,,1.23,,,,,,,,,,,,,808.0,0.61,0.35,2.8,tests performed,556783.0,375372.0,181411.0,,,9316.0,41.51,27.99,13.53,,6946.0,3832.0,0.29,68.78,87.18,18.0,3.56,1.9,6570.1,30.3,335.35,6.86,6.3,78.1,28.18,5.9,69.5,0.61,1341298,,,,
VAT,Europe,Vatican,2023-09-28,26.0,0.0,0.0,0.0,0.0,0.0,50682.26,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.12,,808,,,,
ARE,Asia,United Arab Emirates,2022-03-23,887385.0,0.0,328.0,2302.0,0.0,0.0,86641.05,0.0,32.02,224.76,0.0,0.0,0.92,,,,,,,,,145690412.0,327250.0,15556.66,34.94,320597.0,34.23,0.0,928.5,tests performed,,,,,,11296.0,,,,,1196.0,69.0,0.0,29.59,112.44,34.0,1.14,0.53,67293.48,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,9441138,,,,
THA,Asia,Thailand,2023-11-17,4758716.0,0.0,41.0,34489.0,0.0,0.14,66337.14,0.0,0.57,480.78,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.13,40.1,11.37,6.89,16277.67,0.1,109.86,7.04,1.9,38.8,90.67,2.1,77.15,0.78,71697024,,,,
GUY,South America,Guyana,2020-03-27,5.0,0.0,0.57,1.0,0.0,0.0,6.08,0.0,0.7,1.22,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,3.95,26.3,5.3,2.84,7435.05,,373.16,11.62,,,77.16,1.6,69.91,0.68,808727,,,,
OWID_CYN,Asia,Northern Cyprus,2021-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206.0,,,,,5762.0,1050.0,0.27,,,,,,,,,,,,,,,,382836,,,,
SWE,Europe,Sweden,2021-03-11,692385.0,0.0,3933.0,13133.0,0.0,19.57,66021.08,0.0,375.02,1252.27,0.0,1.87,1.19,221.0,20.95,1390.0,131.76,,,,,6389599.0,39611.0,610.45,3.78,38252.0,3.65,0.1,9.9,tests performed,,,,,,29787.0,,,,,2824.0,22891.0,0.22,69.29,24.72,41.0,19.98,13.43,46949.28,0.5,133.98,4.79,18.8,18.9,,2.22,82.8,0.94,10549349,,,,
MYS,Asia,Malaysia,2024-07-20,5304850.0,0.0,404.71,37351.0,0.0,0.0,152897.38,0.0,11.66,1076.54,0.0,0.0,,3.0,0.09,48.0,1.41,,,177.0,5.22,,,,,,,,,,72656892.0,28138528.0,27551114.0,17185500.0,5.0,16.0,214.09,82.91,81.18,50.64,0.0,2.0,0.0,,96.25,29.9,6.29,3.41,26808.16,0.1,260.94,16.74,1.0,42.4,,1.9,76.16,0.81,33938216,,,,
LBY,Africa,Libya,2022-02-27,492154.0,10001.0,1428.71,6241.0,63.0,9.0,68129.48,1384.45,197.78,863.95,8.72,1.25,0.62,,,,,,,,,,3585.0,,0.53,,,,,samples tested,3317184.0,2155965.0,1089734.0,71485.0,8465.0,7928.0,48.69,31.65,16.0,1.05,1164.0,3659.0,0.05,44.67,3.62,29.0,4.42,2.82,17881.51,,341.86,10.43,,,,3.7,72.91,0.72,6812344,,,,
TCA,North America,Turks and Caicos Islands,2021-01-10,965.0,57.0,8.14,6.0,0.0,0.0,21038.17,1242.67,177.52,130.81,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,37.31,,,,,,,,,,,,80.22,,45726,,,,
LBR,Africa,Liberia,2020-09-03,1325.0,0.0,2.86,88.0,0.0,0.0,246.59,0.0,0.53,16.38,0.0,0.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,49.13,19.2,3.06,1.76,752.79,38.6,272.51,2.42,1.5,18.1,1.19,0.8,64.1,0.48,5302690,,,,
TTO,North America,Trinidad and Tobago,2022-08-19,174552.0,0.0,282.29,4071.0,0.0,0.86,116685.23,0.0,188.7,2721.4,0.0,0.57,1.03,,,,,,,,,,,,,,,,,,1578778.0,752714.0,716071.0,167914.0,68.0,75.0,103.12,49.16,46.77,10.97,49.0,23.0,0.0,11.11,266.89,36.2,10.01,5.82,28763.07,,228.47,10.97,,,89.44,3.0,73.51,0.8,1531043,,,,
TKM,Asia,Turkmenistan,2020-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,12.25,26.9,4.28,2.54,16389.02,,536.78,7.11,,,100.0,7.4,68.19,0.72,6430777,,,,
CHE,Europe,Switzerland,2022-10-27,4206711.0,0.0,4522.0,13679.0,0.0,4.43,478460.53,0.0,514.32,1555.81,0.0,0.5,0.98,70.0,8.01,1089.0,124.59,,,389.0,44.51,,,,,,,,,,16366518.0,6093657.0,,4370724.0,22423.0,18310.0,187.25,69.72,,50.01,2095.0,49.0,0.0,5.56,214.24,43.1,18.44,12.64,57410.17,,99.74,5.59,22.6,28.9,,4.53,83.78,0.96,8740471,,,,
GLP,North America,Guadeloupe,2023-04-03,202163.0,0.0,0.0,1012.0,0.0,0.0,525504.06,0.0,0.0,2630.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4,,,,,,,,,,,82.14,,395762,,,,
SSD,Africa,South Sudan,2021-03-13,8777.0,0.0,120.0,102.0,0.0,1.29,796.38,0.0,10.89,9.26,0.0,0.12,0.81,,,,,,,,,,,,,791.0,0.07,0.14,7.4,tests performed,,,,,,,,,,,,,,62.96,,19.2,3.44,2.03,1569.89,,280.77,10.43,,,,,57.85,0.43,10913172,,,,
OWID_HIC,,High-income countries,2023-11-21,426744512.0,0.0,19377.43,2940120.0,0.0,374.86,349584.75,0.0,15.87,2408.52,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250514600,,,,
GRL,North America,Greenland,2022-10-23,11971.0,0.0,0.0,21.0,0.0,0.0,213714.42,0.0,0.0,374.91,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,0.14,,,,,,199.94,2.16,,,,,71.7,,56494,,,,
CHN,Asia,China,2021-09-13,123544.0,0.0,44.71,5687.0,0.0,0.29,86.69,0.0,0.03,3.99,0.0,0.0,1.41,,,,,,,,,,,,,14769984.0,10.36,0.0,258474.1,tests performed,2152520000.0,,,,4400000.0,5633857.0,150.96,,,,3951.0,486833.0,0.03,79.17,147.67,38.7,10.64,5.93,15308.71,0.7,261.9,9.74,1.9,48.4,,4.34,76.91,0.76,1425887360,,,,
CMR,Africa,Cameroon,2022-09-20,123629.0,0.0,21.29,1960.0,0.0,0.43,4474.0,0.0,0.77,70.93,0.0,0.02,0.05,,,,,,,,,,,,,,,,,,,,,,,265.0,,,,,9.0,256.0,0.0,13.89,50.88,18.8,3.16,1.92,3364.93,23.8,244.66,7.2,,,2.74,1.3,59.29,0.56,27914542,,,,
POL,Europe,Poland,2022-03-10,5741140.0,0.0,11610.0,112545.0,0.0,175.43,149564.42,0.0,302.46,2931.95,0.0,4.57,0.84,,,8558.0,214.72,,,,,35118188.0,,916.74,,68193.0,1.78,0.17,6.0,tests performed,53596915.0,22549838.0,22270479.0,11483298.0,,21805.0,134.47,56.58,55.88,28.81,547.0,2477.0,0.01,22.52,124.03,41.8,16.76,10.2,27216.44,,227.33,5.91,23.3,33.1,,6.62,78.73,0.88,39857144,,,,
SOM,Africa,Somalia,2021-05-11,14415.0,0.0,71.43,747.0,0.0,4.86,809.74,0.0,4.01,41.96,0.0,0.27,0.88,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,4.0,64.0,0.0,33.33,23.5,16.8,2.73,1.5,,,365.77,6.05,,,9.83,0.9,57.4,,17597508,,,,
AZE,Asia,Azerbaijan,2023-12-02,834050.0,0.0,1.71,10353.0,0.0,0.0,81012.64,0.0,0.17,1005.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.31,32.4,6.02,3.87,15847.42,,559.81,7.11,0.3,42.5,83.24,4.7,73.0,0.76,10358078,,,,
NLD,Europe,Netherlands,2021-01-28,953961.0,0.0,5047.0,13928.0,0.0,75.86,53280.75,0.0,281.89,777.91,0.0,4.24,0.81,557.0,31.71,1256.0,71.51,249.0,14.18,1385.0,78.85,7369968.0,31545.0,421.1,1.8,32408.0,1.85,0.11,8.8,tests performed,,,,,,18999.0,,,,,1082.0,16542.0,0.09,82.41,508.54,43.2,18.78,11.88,48472.54,,109.36,5.29,24.4,27.3,,3.32,82.28,0.94,17564020,,,,
CIV,Africa,Cote d'Ivoire,2020-06-10,3557.0,0.0,108.29,37.0,0.0,0.43,117.03,0.0,3.56,1.22,0.0,0.01,1.38,,,,,,,,,33476.0,612.0,1.22,0.02,708.0,0.03,0.22,4.6,tests performed,,,,,,,,,,,,,,64.81,76.4,18.7,2.93,1.58,3601.01,28.2,303.74,2.42,,,19.35,,57.78,0.54,28160548,,,,
THA,Asia,Thailand,2022-01-09,2269550.0,39992.0,5713.14,21825.0,105.0,15.0,31637.83,557.49,79.64,304.24,1.46,0.21,1.3,,,,,,,,,18199626.0,48069.0,254.18,0.67,59596.0,0.83,0.1,10.4,tests performed,107455519.0,51616647.0,47021789.0,8817083.0,109671.0,324348.0,149.87,71.99,65.58,12.3,4524.0,28983.0,0.04,43.06,135.13,40.1,11.37,6.89,16277.67,0.1,109.86,7.04,1.9,38.8,90.67,2.1,77.15,0.78,71697024,,,,
PHL,Asia,Philippines,2020-08-02,98153.0,19815.0,2830.71,2039.0,142.0,20.29,861.26,173.87,24.84,17.89,1.25,0.18,1.62,,,,,,,,,1520417.0,23668.0,13.35,0.21,30997.0,0.27,0.1,9.5,people tested,,,,,,,,,,,,,,76.85,351.87,25.2,4.8,2.66,7599.19,,370.44,7.07,7.8,40.8,78.46,1.0,71.23,0.72,115559008,,,,
AFG,Asia,Afghanistan,2021-09-29,154899.0,0.0,51.43,7199.0,0.0,0.0,3817.24,0.0,1.27,177.41,0.0,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,12999.0,,,,,316.0,1853.0,0.0,35.19,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
SLV,North America,El Salvador,2024-02-05,201857.0,0.0,0.43,4230.0,0.0,0.0,32141.22,0.0,0.07,673.53,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.81,27.6,8.27,5.42,7292.46,2.2,167.3,8.87,2.5,18.8,90.65,1.3,73.32,0.67,6336393,,,,
AND,Europe,Andorra,2021-01-30,9499.0,0.0,65.86,96.0,0.0,0.71,119151.56,0.0,826.08,1204.18,0.0,8.96,0.96,,,,,,,,,,,,,700.0,8.86,0.08,12.7,tests performed,,,,,,66.0,,,,,827.0,66.0,0.08,55.56,163.76,,,,,,109.14,7.97,29.0,37.8,,,83.73,0.87,79843,,,,
MLT,Europe,Malta,2021-12-12,40809.0,625.0,89.29,491.0,3.0,0.43,77261.38,1183.28,169.04,929.58,5.68,0.81,1.24,3.0,5.62,,,3.0,5.76,10.0,19.2,1441878.0,2855.0,2737.32,5.42,3051.0,5.79,0.03,34.9,tests performed,993372.0,436968.0,433953.0,,2423.0,2679.0,186.27,81.94,81.37,,5024.0,117.0,0.02,43.52,1454.04,42.4,19.43,11.32,36513.32,0.2,168.71,8.83,20.9,30.2,,4.49,82.53,0.9,533293,473.3,6.3,3.08,898.53
