iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
VAT,Europe,Vatican,2021-06-24,26.0,0.0,0.0,0.0,0.0,0.0,50682.26,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.12,,808,,,,
SWE,Europe,Sweden,2021-08-06,1100647.0,0.0,494.57,14648.0,0.0,0.57,104950.13,0.0,47.16,1396.73,0.0,0.05,1.44,29.0,2.75,137.0,12.99,,,,,11028612.0,12950.0,1053.65,1.24,12403.0,1.18,0.05,19.3,tests performed,,,,,,57649.0,,,,,5465.0,16772.0,0.16,34.83,24.72,41.0,19.98,13.43,46949.28,0.5,133.98,4.79,18.8,18.9,,2.22,82.8,0.94,10549349,,,,
BDI,Africa,Burundi,2020-05-20,42.0,0.0,2.14,1.0,0.0,0.0,3.15,0.0,0.16,0.08,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,423.06,17.5,2.56,1.5,702.22,71.7,293.07,6.05,,,6.14,0.8,61.58,0.43,12889583,,,,
GRD,North America,Grenada,2023-05-19,19693.0,0.0,0.0,238.0,0.0,0.0,168419.88,0.0,0.0,2035.44,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.13,29.4,7.3,5.02,13593.88,,243.96,10.71,,,,3.7,72.4,0.78,125459,,,,
BGD,Asia,Bangladesh,2024-03-30,2049377.0,0.0,31.71,29493.0,0.0,0.14,12098.94,0.0,0.19,174.12,0.0,0.0,,,,,,,,,,,,,,,,,,,361695482.0,151505355.0,142196600.0,68575069.0,,1303.0,211.29,88.5,83.07,40.06,8.0,64.0,0.0,,1265.04,27.5,5.1,3.26,3523.98,14.8,298.0,8.38,1.0,44.7,34.81,0.8,72.59,0.63,171186368,,,,
PCN,Oceania,Pitcairn,2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,47,,,,
OWID_LIC,,Low-income countries,2023-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331901921.0,240618903.0,203950653.0,29909357.0,7482.0,7482.0,45.0,32.62,27.65,4.05,10.0,4398.0,0.0,,,,,,,,,,,,,,,,737604900,,,,
PCN,Oceania,Pitcairn,2021-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,47,,,,
URY,South America,Uruguay,2021-06-25,351378.0,0.0,2556.29,5207.0,0.0,43.0,103623.42,0.0,753.86,1535.58,0.0,12.68,0.74,,,,,,,,,2738370.0,15058.0,799.23,4.39,15345.0,4.48,0.11,8.8,people tested,3784997.0,2220544.0,1564453.0,548.0,39319.0,34227.0,110.58,64.88,45.71,0.02,10000.0,7687.0,0.22,56.48,19.75,35.6,14.66,10.36,20551.41,0.1,160.71,6.93,14.0,19.9,,2.8,77.91,0.82,3422796,,,,
STP,Africa,Sao Tome and Principe,2024-06-16,6771.0,0.0,0.0,80.0,0.0,0.0,29918.74,0.0,0.0,353.49,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.84,18.7,2.89,2.16,3052.71,32.3,270.11,2.42,,,41.34,2.9,70.39,0.62,227393,,,,
TGO,Africa,Togo,2022-05-16,37023.0,0.0,3.29,273.0,0.0,0.0,4073.05,0.0,0.36,30.03,0.0,0.0,1.25,,,,,,,,,,,,,357.0,0.04,0.01,147.0,tests performed,,,,,,3635.0,,,,,411.0,3524.0,0.04,30.2,143.37,19.4,2.84,1.52,1429.81,49.2,280.03,6.15,0.9,14.2,10.48,0.7,61.04,0.52,8848700,,,,
SMR,Europe,San Marino,2022-07-08,18239.0,0.0,65.86,115.0,0.0,0.0,534664.2,0.0,1930.56,3371.15,0.0,0.0,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,556.67,,,,56861.47,,,5.64,,,,3.8,84.97,,33690,,,,
CHN,Asia,China,2021-06-07,114667.0,0.0,503.0,5106.0,0.0,21.57,80.46,0.0,0.35,3.58,0.0,0.02,1.1,,,,,,,,,,,,,14769984.0,10.36,0.0,360243.5,tests performed,794134000.0,,,,16255000.0,18952286.0,55.69,,,,13292.0,,,72.69,147.67,38.7,10.64,5.93,15308.71,0.7,261.9,9.74,1.9,48.4,,4.34,76.91,0.76,1425887360,,,,
ZAF,Africa,South Africa,2022-03-31,3712263.0,0.0,1276.29,99965.0,0.0,12.29,59511.98,0.0,20.46,1602.56,0.0,0.2,1.03,169.0,2.82,1926.0,32.16,,,,,23838911.0,29567.0,401.38,0.5,23261.0,0.39,0.06,16.7,people tested,33656772.0,20934382.0,17898249.0,2199299.0,86931.0,65049.0,56.19,34.95,29.88,3.67,1086.0,15454.0,0.03,34.09,46.75,27.3,5.34,3.05,12294.88,18.9,200.38,5.52,8.1,33.2,43.99,2.32,64.13,0.71,59893884,,,,
MEX,North America,Mexico,2022-11-29,7152968.0,0.0,1059.86,330916.0,0.0,3.14,55616.16,0.0,8.24,2572.96,0.0,0.02,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,66.44,29.3,6.86,4.32,17336.47,2.5,152.78,13.06,6.9,21.4,87.85,1.38,75.05,0.78,127504120,,,,
TUV,Oceania,Tuvalu,2023-07-22,2943.0,0.0,0.0,1.0,0.0,0.0,293947.25,0.0,0.0,99.88,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.07,,,,3575.1,3.3,,27.25,,,,,67.57,,11335,,,,
TUN,Africa,Tunisia,2020-06-01,1076.0,0.0,4.0,48.0,0.0,0.14,88.78,0.0,0.33,3.96,0.0,0.01,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.63,74.23,32.7,8.0,5.08,10849.3,2.0,318.99,8.52,1.1,65.8,78.69,2.3,76.7,0.74,12356116,,,,
FLK,South America,Falkland Islands,2021-12-15,80.0,0.0,0.14,0.0,0.0,0.0,22759.6,0.0,40.64,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.44,,3801,,,,
SDN,Africa,Sudan,2024-04-30,63993.0,0.0,0.0,5046.0,0.0,0.0,1295.84,0.0,0.0,102.18,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.26,19.7,3.55,2.03,4466.51,,431.39,15.67,,,23.44,0.8,65.31,0.51,46874200,,,,
COK,Oceania,Cook Islands,2024-07-30,7344.0,0.0,0.0,2.0,0.0,0.0,497999.6,0.0,0.0,135.62,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.25,,17032,,,,
ZAF,Africa,South Africa,2024-01-18,4072636.0,0.0,0.0,102595.0,0.0,0.0,65289.18,0.0,0.0,1644.72,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.75,27.3,5.34,3.05,12294.88,18.9,200.38,5.52,8.1,33.2,43.99,2.32,64.13,0.71,59893884,,,,
UZB,Asia,Uzbekistan,2022-11-21,163901.0,0.0,65.86,1016.0,0.0,0.0,4691.07,0.0,1.88,29.08,0.0,0.0,1.73,,,,,,,,,,,,,,,,,,,,,,,28363.0,,,,,819.0,874.0,0.0,5.56,76.13,28.2,4.47,2.87,6253.1,,724.42,7.57,1.3,24.7,,4.0,71.72,0.72,34627648,,,,
VEN,South America,Venezuela,2021-11-10,411574.0,0.0,875.57,4946.0,0.0,10.29,14588.09,0.0,31.03,175.31,0.0,0.36,0.96,,,,,,,,,,,,,,,,,,,,,,,165704.0,,,,,5855.0,116237.0,0.41,28.7,36.25,29.0,6.61,3.92,16745.02,,204.85,6.47,,,,0.8,72.06,0.71,28301700,,,,
SEN,Africa,Senegal,2021-09-14,73440.0,0.0,48.0,1828.0,0.0,4.86,4160.65,0.0,2.72,103.56,0.0,0.28,0.51,,,,,,,,,782718.0,1443.0,46.38,0.09,2091.0,0.12,0.02,57.2,tests performed,,,,,,3272.0,,,,,189.0,3272.0,0.02,19.44,82.33,18.7,3.01,1.8,2470.58,38.0,241.22,2.42,0.4,16.6,20.86,,67.94,0.51,17316452,,,,
IRL,Europe,Ireland,2020-03-17,90.0,0.0,10.29,2.0,0.0,0.14,17.61,0.0,2.01,0.39,0.0,0.03,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,69.87,38.7,13.93,8.68,67335.29,0.2,126.46,3.28,23.0,25.7,,2.96,82.3,0.96,5023108,,,,
GEO,Asia,Georgia,2021-05-10,321919.0,0.0,1353.43,4281.0,0.0,18.57,84831.99,0.0,356.66,1128.13,0.0,4.89,1.02,,,,,,,,,2858201.0,9535.0,760.57,2.54,20963.0,5.58,0.06,15.4,tests performed,62447.0,51595.0,10852.0,,,2220.0,1.67,1.38,0.29,,593.0,1617.0,0.04,64.81,65.03,38.7,14.86,10.24,9745.08,4.2,496.22,7.11,5.3,55.5,,2.6,73.77,0.81,3744385,,,,
COL,South America,Colombia,2023-10-07,6365994.0,0.0,0.0,142727.0,0.0,0.0,123043.04,0.0,0.0,2758.65,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1596.0,,,,,31.0,0.0,0.0,,44.22,32.2,7.65,4.31,13254.95,4.5,124.24,7.44,4.7,13.5,65.39,1.71,77.29,0.77,51874028,,,,
ALB,Europe,Albania,2020-07-28,4570.0,0.0,94.86,128.0,0.0,3.0,1616.2,0.0,33.55,45.27,0.0,1.06,1.11,,,,,,,,,35414.0,507.0,12.4,0.18,479.0,0.17,0.21,4.7,tests performed,,,,,,,,,,,,,,62.96,104.87,38.0,13.19,8.64,11803.43,1.1,304.2,10.08,7.1,51.2,,2.89,78.57,0.8,2842318,,,,
USA,North America,United States,2022-01-09,59273795.0,4682897.0,668985.29,833449.0,11716.0,1673.71,173551.64,13711.36,1958.77,2440.31,34.3,4.9,1.37,23789.0,70.32,137251.0,405.72,,,141770.0,419.08,747331416.0,1657732.0,2217.62,4.92,2623648.0,7.78,0.29,3.4,tests performed,531249385.0,246520085.0,211824316.0,83407142.0,501167.0,1261534.0,160.01,74.25,63.8,25.12,3800.0,320988.0,0.1,47.57,35.61,38.3,15.41,9.73,54225.45,1.2,151.09,10.79,19.1,24.6,,2.77,78.86,0.93,338289856,1003567.94,16.84,25.66,2966.59
HKG,Asia,Hong Kong,2024-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,,,,,18.0,5.0,0.0,,7039.71,44.8,16.3,10.16,56054.92,,,8.33,,,,,84.86,0.95,7488863,,,,
DNK,Europe,Denmark,2020-05-16,10319.0,0.0,130.29,526.0,0.0,7.29,1748.12,0.0,22.07,89.11,0.0,1.23,0.74,28.0,4.76,115.0,19.55,,,67.0,11.39,450948.0,7715.0,77.03,1.32,12282.0,2.1,0.01,159.5,tests performed,,,,,,,,,,,,,,68.52,136.52,42.3,19.68,12.32,46682.52,0.2,114.77,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
KGZ,Asia,Kyrgyzstan,2021-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,32.33,26.3,4.49,2.88,3393.47,1.4,436.36,7.11,3.6,50.5,89.22,4.5,71.45,0.7,6630621,,,,
LSO,Africa,Lesotho,2021-01-23,6371.0,0.0,166.86,93.0,0.0,1.29,2786.83,0.0,72.99,40.68,0.0,0.56,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,73.56,22.2,4.51,2.65,2851.15,59.6,405.13,3.94,0.4,53.9,2.12,,54.33,0.53,2305826,,,,
AZE,Asia,Azerbaijan,2020-08-05,31878.0,0.0,366.57,448.0,0.0,6.86,3096.36,0.0,35.61,43.52,0.0,0.67,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.52,119.31,32.4,6.02,3.87,15847.42,,559.81,7.11,0.3,42.5,83.24,4.7,73.0,0.76,10358078,,,,
AIA,North America,Anguilla,2022-04-27,2731.0,0.0,0.0,9.0,0.0,0.0,192296.86,0.0,0.0,633.71,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,567.0,2.0,0.01,,,,,,,,,,,,,,81.88,,15877,,,,
AFG,Asia,Afghanistan,2021-08-14,150458.0,0.0,422.43,6908.0,0.0,24.43,3707.79,0.0,10.41,170.24,0.0,0.6,0.65,,,,,,,,,,,,,,,,,,,,,,,1119.0,,,,,27.0,690.0,0.0,52.31,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
HKG,Asia,Hong Kong,2023-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20723360.0,6914429.0,6797564.0,7011367.0,1244.0,1266.0,276.72,92.33,90.77,93.62,169.0,24.0,0.0,,7039.71,44.8,16.3,10.16,56054.92,,,8.33,,,,,84.86,0.95,7488863,,,,
OWID_WLS,Europe,Wales,2023-04-16,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,5.0,1.58,,,,,,,,,,,,,,,3652.0,,,,,1152.0,,,,,,,,,,,,,,,,,,3170000,,,,
MYT,Africa,Mayotte,2023-03-29,42007.0,0.0,0.43,187.0,0.0,0.0,137602.45,0.0,1.4,612.56,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,,2.41,,,,,,,,,79.46,,326113,,,,
SDN,Africa,Sudan,2024-05-19,63993.0,0.0,0.0,5046.0,0.0,0.0,1295.84,0.0,0.0,102.18,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.26,19.7,3.55,2.03,4466.51,,431.39,15.67,,,23.44,0.8,65.31,0.51,46874200,,,,
FLK,South America,Falkland Islands,2023-09-11,1923.0,0.0,0.0,0.0,0.0,0.0,547083.94,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.44,,3801,,,,
WSM,Oceania,Samoa,2021-03-14,1.0,0.0,0.0,0.0,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.41,22.0,5.61,3.56,6021.56,,348.98,9.21,16.7,38.1,,,73.32,0.72,222390,,,,
VUT,Oceania,Vanuatu,2022-07-04,11273.0,0.0,13.14,14.0,0.0,0.0,36008.84,0.0,41.98,44.72,0.0,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,70.0,0.0,0.0,13.89,22.66,23.1,4.39,2.62,2921.91,13.2,546.3,12.02,2.8,34.5,25.21,,70.47,0.61,326744,,,,
ROU,Europe,Romania,2020-07-31,43678.0,0.0,998.14,2165.0,0.0,22.29,2278.84,0.0,52.08,112.96,0.0,1.16,1.14,,,,,,,,,,,,,16531.0,0.86,0.07,13.6,tests performed,,,,,,,,,,,,,,49.07,85.13,43.0,17.85,11.69,23313.2,5.7,370.95,9.74,22.9,37.1,,6.89,76.05,0.83,19659270,,,,
FSM,Oceania,Micronesia (country),2022-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.78,23.0,4.81,2.39,3299.46,16.0,454.34,12.02,,,,,67.88,0.62,114178,,,,
KAZ,Asia,Kazakhstan,2024-07-06,1504370.0,0.0,0.0,19072.0,0.0,0.0,75088.55,0.0,0.0,951.95,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.68,30.6,6.99,4.62,24055.59,0.1,466.79,7.11,7.0,43.1,99.0,6.7,73.6,0.82,19397998,,,,
JEY,Europe,Jersey,2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110796,,,,
JAM,North America,Jamaica,2023-03-24,154471.0,0.0,7.86,3521.0,0.0,1.0,54407.46,0.0,2.77,1240.16,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,111.0,,,,,39.0,119.0,0.0,,266.88,31.4,9.68,6.39,8193.57,,206.54,11.28,5.3,28.6,66.42,1.7,74.47,0.73,2827382,,,,
LAO,Asia,Laos,2020-05-25,19.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,29.72,24.4,4.03,2.32,6397.36,22.7,368.11,4.0,7.3,51.2,49.84,1.5,67.92,0.61,7529477,,,,
VEN,South America,Venezuela,2023-09-20,552695.0,0.0,0.0,5856.0,0.0,0.0,19590.07,0.0,0.0,207.56,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.25,29.0,6.61,3.92,16745.02,,204.85,6.47,,,,0.8,72.06,0.71,28301700,,,,
LKA,Asia,Sri Lanka,2021-01-11,48380.0,0.0,515.14,232.0,0.0,2.71,2118.68,0.0,22.56,10.16,0.0,0.12,1.06,,,,,,,,,1401970.0,12139.0,64.39,0.56,14662.0,0.67,0.04,27.7,tests performed,,,,,,,,,,,,,,81.94,341.96,34.1,10.07,5.33,11669.08,0.7,197.09,10.68,0.3,27.0,,3.6,76.98,0.78,21832150,,,,
IRN,Asia,Iran,2020-06-26,202584.0,0.0,2518.43,9507.0,0.0,111.0,2262.9,0.0,28.13,106.2,0.0,1.24,1.02,,,,,,,,,1557872.0,27435.0,17.72,0.31,26736.0,0.3,0.09,10.7,tests performed,,,,,,,,,,,,,,41.67,49.83,32.4,5.44,3.18,19082.62,0.2,270.31,9.59,0.8,21.1,,1.5,76.68,0.78,88550568,,,,
BGR,Europe,Bulgaria,2021-03-28,327770.0,25290.0,3612.86,12650.0,684.0,97.71,48018.84,3705.03,529.29,1853.25,100.21,14.32,1.06,729.0,107.49,8927.0,1316.29,,,,,2054509.0,11931.0,298.37,1.73,16533.0,2.4,0.22,4.6,tests performed,436541.0,348327.0,88214.0,,2383.0,9662.0,6.44,5.14,1.3,,1425.0,7235.0,0.11,61.11,65.18,44.7,20.8,13.27,18563.31,1.5,424.69,5.81,30.1,44.4,,7.45,75.05,0.82,6781955,20671.9,14.98,72.3,3002.08
OWID_OCE,,Oceania,2020-11-10,45081.0,0.0,462.29,1078.0,0.0,2.86,1000.69,0.0,10.26,23.93,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45038860,,,,
GBR,Europe,United Kingdom,2022-07-16,22991595.0,0.0,27946.14,201703.0,0.0,97.0,337222.44,0.0,409.89,2958.42,0.0,1.42,1.01,,,16500.0,244.41,,,13975.0,207.01,,,,,,,,,,150307641.0,53676598.0,50374082.0,40126319.0,50143.0,31012.0,222.65,79.51,74.62,59.44,459.0,3374.0,0.0,11.11,272.9,40.8,18.52,12.53,39753.24,0.2,122.14,4.28,20.0,24.7,,2.54,81.32,0.93,67508936,,,,
CYM,North America,Cayman Islands,2022-04-24,21755.0,349.0,49.86,27.0,0.0,0.0,303802.6,4873.69,696.24,377.05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,364.0,4.0,0.01,,256.5,,,,49903.03,,,13.22,,,,,83.92,,68722,,,,
AND,Europe,Andorra,2023-08-15,48015.0,0.0,0.0,159.0,0.0,0.0,602280.44,0.0,0.0,1994.43,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,163.76,,,,,,109.14,7.97,29.0,37.8,,,83.73,0.87,79843,,,,
GMB,Africa,Gambia,2022-06-25,12009.0,0.0,0.29,365.0,0.0,0.0,4554.95,0.0,0.11,138.44,0.0,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,527.0,,,,,195.0,53.0,0.0,13.89,207.57,17.5,2.34,1.42,1561.77,10.1,331.43,1.91,0.7,31.2,7.88,1.1,62.05,0.5,2705995,,,,
OWID_WRL,,World,2021-08-23,211524762.0,0.0,657011.86,4479937.0,0.0,10204.29,26476.17,0.0,82.24,560.75,0.0,1.28,1.01,,,,,,,,,,,,,,,,,,5033897196.0,2560130680.0,1928049601.0,15572022.0,35110368.0,35679987.0,63.12,32.1,24.18,0.2,4474.0,18284232.0,0.23,,58.04,30.9,8.7,5.36,15469.21,10.0,233.07,8.51,6.43,34.64,60.13,2.7,72.58,0.74,7975105024,,,,
NGA,Africa,Nigeria,2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,209.59,18.1,2.75,1.45,5338.45,,181.01,2.42,0.6,10.8,41.95,,54.69,0.54,218541216,,,,
MHL,Oceania,Marshall Islands,2022-07-10,47.0,21.0,3.0,0.0,0.0,0.0,1172.24,523.77,74.82,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.15,,,,3819.2,,557.79,30.53,,,82.5,2.7,73.7,0.7,41593,,,,
CHN,Asia,China,2022-11-18,9304566.0,0.0,24535.0,29370.0,0.0,61.57,6528.7,0.0,17.22,20.61,0.0,0.04,1.62,,,,,,,,,,,,,,,,,,3442080000.0,,,,221000.0,153286.0,241.4,,,,108.0,33292.0,0.0,79.17,147.67,38.7,10.64,5.93,15308.71,0.7,261.9,9.74,1.9,48.4,,4.34,76.91,0.76,1425887360,,,,
GIB,Europe,Gibraltar,2023-10-28,20550.0,0.0,0.0,113.0,0.0,0.0,546092.3,0.0,0.0,3002.84,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3457.1,,,,,,,,,,,,79.93,,32677,,,,
ATG,North America,Antigua and Barbuda,2023-10-17,9106.0,0.0,0.0,146.0,0.0,0.0,98071.1,0.0,0.0,1572.41,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.84,32.1,6.93,4.63,21490.94,,191.51,13.17,,,,3.8,77.02,0.78,93772,,,,
PLW,Oceania,Palau,2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.24,,,,13240.4,,,15.89,7.7,22.7,,4.8,73.7,0.83,18084,,,,
CHL,South America,Chile,2023-06-26,5287947.0,0.0,21.0,61552.0,0.0,1.43,270441.28,0.0,1.07,3147.95,0.0,0.07,,10.0,0.51,,,1.0,0.05,,,,,,,,,,,,,,,,,14791.0,,,,,754.0,,,,24.28,35.4,11.09,6.94,22767.04,1.3,127.99,8.46,34.2,41.5,,2.11,80.18,0.85,19603736,,,,
VEN,South America,Venezuela,2020-04-18,171.0,0.0,3.86,9.0,0.0,0.86,6.06,0.0,0.14,0.32,0.0,0.03,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.41,36.25,29.0,6.61,3.92,16745.02,,204.85,6.47,,,,0.8,72.06,0.71,28301700,,,,
LBN,Asia,Lebanon,2021-07-19,550492.0,0.0,427.86,7884.0,0.0,1.57,95829.51,0.0,74.48,1372.44,0.0,0.27,1.32,,,,,,,,,,,,,,,,,,1726157.0,1059349.0,666808.0,,25252.0,22938.0,31.44,19.3,12.15,,4178.0,5991.0,0.11,65.4,594.56,31.1,8.51,5.43,13367.56,,266.59,12.71,26.9,40.7,,2.9,78.93,0.74,5489744,,,,
NAM,Africa,Namibia,2022-06-18,165465.0,0.0,117.14,4049.0,0.0,1.29,57260.9,0.0,40.54,1401.2,0.0,0.44,0.54,,,,,,,,,,,,,698.0,0.28,0.11,9.2,tests performed,,,,,,879.0,,,,,342.0,497.0,0.02,23.15,3.08,22.0,3.55,2.08,9541.81,13.4,243.81,3.94,9.7,34.2,44.6,,63.71,0.65,2567024,,,,
TKL,Oceania,Tokelau,2023-04-14,5.0,0.0,0.0,0.0,0.0,0.0,2162.63,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.86,,1893,,,,
PRT,Europe,Portugal,2020-09-13,65688.0,3818.0,545.43,1877.0,28.0,4.0,6305.8,366.51,52.36,180.18,2.69,0.38,1.25,57.0,5.55,452.0,44.01,,,,,2300687.0,12096.0,223.58,1.18,18483.0,1.8,0.03,34.7,tests performed,,,,,,,,,,,,,,60.65,112.37,46.2,21.5,14.92,27936.9,0.5,127.84,9.85,16.3,30.0,,3.39,82.05,0.86,10270857,4012.6,4.95,21.8,389.64
BIH,Europe,Bosnia and Herzegovina,2022-12-31,400960.0,0.0,21.29,16222.0,0.0,0.43,125112.13,0.0,6.64,5061.77,0.0,0.13,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.93,68.5,42.5,16.57,10.71,11713.9,0.2,329.64,10.08,30.2,47.7,97.16,3.5,77.4,0.78,3233530,23043.0,21.35,6.47,7126.27
FRA,Europe,France,2023-02-24,38400087.0,0.0,3445.14,165091.0,0.0,25.71,597411.8,0.0,53.6,2568.41,0.0,0.4,,731.0,10.78,12958.0,191.08,188.0,2.77,1981.0,29.21,,,,,,,,,,154325460.0,54664618.0,53173751.0,47569486.0,6226.0,4199.0,227.58,80.61,78.41,70.15,62.0,212.0,0.0,,122.58,42.0,19.72,13.08,38605.67,,86.06,4.77,30.1,35.6,,5.98,82.66,0.9,67813000,,,,
BRB,North America,Barbados,2021-06-13,4033.0,4.0,0.57,47.0,0.0,0.0,14285.01,14.17,2.02,166.48,0.0,0.0,0.87,,,,,,,,,,,,,,,,,,150300.0,88033.0,62267.0,,787.0,855.0,53.36,31.26,22.11,,3036.0,735.0,0.26,61.11,664.46,39.8,14.95,9.47,16978.07,,170.05,13.57,1.9,14.5,88.47,5.8,79.19,0.81,281646,,,,
HTI,North America,Haiti,2023-07-24,34228.0,0.0,0.0,860.0,0.0,0.0,2975.42,0.0,0.0,74.76,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,5.0,0.0,0.0,,398.45,24.3,4.8,2.95,1653.17,23.5,430.55,6.65,2.9,23.1,22.86,0.7,64.0,0.51,11585003,,,,
